workerId	retainerRateDollars	retainerMillis	postTime	startTime
ANN3SQMLKLP4X	0.50000	600000	2016-12-14 03:10:10	2016-12-14 03:11:03
A3POLV08XTYAMD	0.50000	600000	2016-12-31 02:27:02	2016-12-31 02:32:51
A1WXPOLDS1Y9R4	0.50000	600000	2017-02-08 23:56:39	2017-02-09 00:01:58
A2EOOF9D135HQ1	0.50000	600000	2017-02-14 01:27:25	2017-02-14 01:27:50
A3PPRVK6XK6GP5	0.50000	600000	2017-03-03 08:03:13	2017-03-03 08:04:26
AXLMOFXKXSU0B	0.50000	600000	2017-03-02 11:55:08	2017-03-02 11:55:51
AXLMOFXKXSU0B	0.50000	600000	2017-03-04 18:56:17	2017-03-04 18:57:03
AAWX7QFQUNM6D	0.50000	600000	2017-03-05 10:13:26	2017-03-05 10:23:20
A3SX229VS1X6B6	0.50000	600000	2017-03-05 23:44:47	2017-03-05 23:47:12
A3SX229VS1X6B6	0.50000	600000	2017-03-09 00:05:48	2017-03-09 00:06:00
A13XXMDHOULEZ7	0.50000	600000	2017-03-09 06:28:48	2017-03-09 06:40:57
AAWX7QFQUNM6D	0.50000	600000	2017-03-18 06:22:38	2017-03-18 06:31:15
A3SDFAOJW87FGP	0.50000	600000	2016-12-30 02:11:12	2016-12-30 02:11:38
A1M8GE34UYSUCB	0.15000	600000	2016-12-01 22:52:30	2016-12-01 22:57:39
A2EOOF9D135HQ1	0.15000	600000	2016-12-02 04:00:03	2016-12-02 04:01:17
A3D2SUT0WZXWH2	0.15000	600000	2016-12-10 06:41:11	2016-12-10 06:42:10
AXLMOFXKXSU0B	0.15000	600000	2016-12-10 22:16:57	2016-12-10 22:17:19
A142ZRU284W9O	0.50000	600000	2016-12-15 10:09:51	2016-12-15 10:12:26
A3PPRVK6XK6GP5	0.50000	600000	2017-03-02 23:44:13	2017-03-02 23:49:15
A2TY9UFU76QU6K	0.50000	600000	2017-03-03 20:55:33	2017-03-03 20:56:16
A2V9QJ90P9WHXW	0.50000	600000	2017-01-13 10:41:48	2017-01-13 10:45:15
A3SX229VS1X6B6	0.50000	600000	2017-02-21 01:19:11	2017-02-21 01:19:32
AAWX7QFQUNM6D	0.50000	600000	2017-03-10 05:30:58	2017-03-10 05:31:36
AXLMOFXKXSU0B	0.50000	600000	2017-03-14 08:00:18	2017-03-14 08:00:29
A3D2SUT0WZXWH2	0.50000	600000	2017-03-14 17:10:58	2017-03-14 17:21:41
A3SX229VS1X6B6	0.50000	600000	2017-03-22 17:27:08	2017-03-22 17:27:23
A2QWILH2TWJY1J	0.15000	600000	2016-10-10 18:45:17	2016-10-10 18:58:50
A3SX229VS1X6B6	0.50000	600000	2017-03-09 01:00:38	2017-03-09 01:08:24
A1KEA2Z47S3UPI	0.50000	600000	2017-03-10 11:51:27	2017-03-10 11:52:01
A13XXMDHOULEZ7	0.50000	600000	2017-03-14 07:17:27	2017-03-14 07:17:42
A2W01KLQDK42TL	0.15000	600000	2016-10-11 23:54:18	2016-10-11 23:58:57
A2V9QJ90P9WHXW	0.50000	600000	2016-12-12 10:27:48	2016-12-12 10:28:12
A3POLV08XTYAMD	0.50000	600000	2016-12-13 14:35:30	2016-12-13 14:35:50
A292IMAU5EW3MN	0.50000	600000	2016-12-30 19:39:02	2016-12-30 19:46:42
A3PPRVK6XK6GP5	0.50000	600000	2017-02-07 06:10:29	2017-02-07 06:11:03
A109CH3492UU42	0.50000	600000	2017-02-09 01:28:49	2017-02-09 01:29:04
A2TY9UFU76QU6K	0.50000	600000	2017-02-17 11:19:31	2017-02-17 11:19:55
A2EOOF9D135HQ1	0.50000	600000	2017-01-13 02:31:38	2017-01-13 02:32:48
A1CUTQUSPA2DPU	0.15000	600000	2016-12-09 14:11:53	2016-12-09 14:14:43
ANN3SQMLKLP4X	0.50000	600000	2016-12-15 13:26:01	2016-12-15 13:26:18
A142ZRU284W9O	0.50000	600000	2016-12-30 05:30:42	2016-12-30 05:46:30
AD1ILDUXZHASF	0.15000	600000	2016-11-20 20:43:50	2016-11-20 20:45:59
A3D2SUT0WZXWH2	0.50000	600000	2017-02-14 11:10:34	2017-02-14 11:11:35
A2TY9UFU76QU6K	0.50000	600000	2017-02-17 07:12:11	2017-02-17 07:12:50
AAWX7QFQUNM6D	0.50000	600000	2017-03-01 11:39:48	2017-03-01 11:40:09
A3D2SUT0WZXWH2	0.50000	600000	2017-03-02 07:44:19	2017-03-02 07:45:15
AXLMOFXKXSU0B	0.50000	600000	2017-03-03 07:22:43	2017-03-03 07:41:05
A2TY9UFU76QU6K	0.50000	600000	2017-03-03 11:01:03	2017-03-03 11:01:42
A27GZN1JOOIAUW	0.50000	600000	2017-01-21 01:09:09	2017-01-21 01:09:42
AAWX7QFQUNM6D	0.50000	600000	2017-03-20 16:48:28	2017-03-20 17:10:09
A2EOOF9D135HQ1	0.50000	600000	2017-03-20 17:12:39	2017-03-20 17:12:55
A3SX229VS1X6B6	0.50000	600000	2017-03-08 17:04:38	2017-03-08 17:04:55
AXLMOFXKXSU0B	0.50000	600000	2017-03-10 07:13:48	2017-03-10 07:13:57
AXLMOFXKXSU0B	0.50000	600000	2017-03-10 12:32:28	2017-03-10 12:32:52
A3D2SUT0WZXWH2	0.50000	600000	2017-03-10 16:56:58	2017-03-10 16:57:40
A12LSQUVWIJVMV	0.15000	600000	2016-11-09 05:50:47	2016-11-09 05:51:42
A2EOOF9D135HQ1	0.15000	600000	2016-12-01 23:48:01	2016-12-01 23:59:02
A27GZN1JOOIAUW	0.15000	600000	2016-12-06 09:29:50	2016-12-06 09:30:26
A142ZRU284W9O	0.15000	600000	2016-12-09 07:26:34	2016-12-09 07:27:27
ANN3SQMLKLP4X	0.50000	600000	2016-12-15 05:17:51	2016-12-15 05:18:13
A13XXMDHOULEZ7	0.50000	600000	2017-03-05 00:15:47	2017-03-05 00:16:17
AXLMOFXKXSU0B	0.50000	600000	2017-03-07 10:39:47	2017-03-07 10:40:49
A3SX229VS1X6B6	0.50000	600000	2017-03-07 17:08:47	2017-03-07 17:14:07
A3POLV08XTYAMD	0.50000	600000	2017-02-07 06:33:39	2017-02-07 06:34:26
A3D2SUT0WZXWH2	0.50000	600000	2017-02-09 10:10:39	2017-02-09 10:13:12
A3SX229VS1X6B6	0.50000	600000	2017-02-19 23:40:31	2017-02-19 23:41:54
A3PPRVK6XK6GP5	0.50000	600000	2017-02-18 03:53:01	2017-02-18 03:54:17
A3PPRVK6XK6GP5	0.50000	600000	2017-02-21 00:37:31	2017-02-21 00:42:56
A2TY9UFU76QU6K	0.50000	600000	2017-03-08 07:04:08	2017-03-08 07:06:13
A2V9QJ90P9WHXW	0.50000	600000	2017-03-15 09:55:28	2017-03-15 09:56:08
AAWX7QFQUNM6D	0.50000	600000	2017-03-16 13:31:18	2017-03-16 13:39:41
A3NHJPE6326P9V	0.50000	600000	2017-03-18 00:02:29	2017-03-18 00:03:00
A5DSYVNGYLCA5	0.50000	600000	2017-03-17 10:10:28	2017-03-17 10:15:32
AXLMOFXKXSU0B	0.50000	600000	2017-03-18 08:44:08	2017-03-18 08:44:56
AXLMOFXKXSU0B	0.50000	600000	2017-03-23 22:44:18	2017-03-23 22:45:15
A3DY78Q4FCWTXX	0.15000	600000	2016-10-06 12:57:01	2016-10-06 12:57:14
A1Y28Z4ICSC380	0.15000	600000	2016-11-09 10:21:37	2016-11-09 10:21:58
A142ZRU284W9O	0.15000	600000	2016-12-02 22:09:04	2016-12-02 22:10:34
A2XWD4PZM6JU0M	0.15000	600000	2016-12-06 17:18:40	2016-12-06 17:19:44
A3EJ44J2ZNRMDA	0.15000	600000	2016-12-10 01:18:49	2016-12-10 01:21:17
A2IA303OT5BBX0	0.15000	600000	2016-12-10 07:38:52	2016-12-10 07:39:33
A3SX229VS1X6B6	0.50000	600000	2017-03-04 15:41:57	2017-03-04 15:42:58
A3PPRVK6XK6GP5	0.50000	600000	2017-03-06 03:49:27	2017-03-06 03:52:00
A3D2SUT0WZXWH2	0.50000	600000	2017-01-13 12:55:56	2017-01-13 12:56:13
AXLMOFXKXSU0B	0.50000	600000	2017-02-19 07:05:31	2017-02-19 07:06:32
AXLMOFXKXSU0B	0.50000	600000	2017-03-16 18:21:49	2017-03-16 18:25:57
A3D2SUT0WZXWH2	0.50000	600000	2017-03-21 18:24:39	2017-03-21 18:28:32
A2EOOF9D135HQ1	0.50000	600000	2017-03-23 18:32:19	2017-03-23 18:32:37
A27GZN1JOOIAUW	0.15000	600000	2016-11-15 12:02:21	2016-11-15 12:03:37
A2S70WW1VAPKK8	0.15000	600000	2016-12-01 16:19:56	2016-12-01 16:20:11
A142ZRU284W9O	0.15000	600000	2016-12-02 01:32:23	2016-12-02 01:32:45
AXLMOFXKXSU0B	0.15000	600000	2016-12-06 10:28:30	2016-12-06 10:32:21
A3D2SUT0WZXWH2	0.15000	600000	2016-12-06 13:31:30	2016-12-06 13:33:38
A3PPRVK6XK6GP5	0.50000	600000	2016-12-15 01:38:01	2016-12-15 01:38:38
A2EOOF9D135HQ1	0.50000	600000	2017-03-04 03:57:15	2017-03-04 03:57:35
A3SX229VS1X6B6	0.50000	600000	2017-03-04 23:33:57	2017-03-04 23:34:11
A1KEA2Z47S3UPI	0.50000	600000	2017-03-07 10:09:27	2017-03-07 10:12:23
A2EOOF9D135HQ1	0.50000	600000	2017-01-19 06:03:41	2017-01-19 06:03:58
A27GZN1JOOIAUW	0.50000	600000	2017-02-08 08:29:09	2017-02-08 08:30:00
A27GZN1JOOIAUW	0.50000	600000	2017-02-09 17:13:59	2017-02-09 17:14:21
AXLMOFXKXSU0B	0.50000	600000	2017-02-15 20:22:11	2017-02-15 20:25:43
AXLMOFXKXSU0B	0.50000	600000	2017-02-18 18:46:31	2017-02-18 18:47:27
A13XXMDHOULEZ7	0.50000	600000	2017-03-15 05:23:29	2017-03-15 05:24:19
A3SX229VS1X6B6	0.50000	600000	2017-03-17 20:19:18	2017-03-17 20:37:17
A3SX229VS1X6B6	0.50000	600000	2017-03-20 21:32:58	2017-03-20 21:41:53
A1C4Z1S9A2DD45	0.15000	600000	2016-11-15 17:11:52	2016-11-15 17:12:33
AXLMOFXKXSU0B	0.15000	600000	2016-12-01 17:06:56	2016-12-01 17:23:07
A3PPRVK6XK6GP5	0.15000	600000	2016-12-09 07:46:53	2016-12-09 07:47:10
A3POLV08XTYAMD	0.50000	600000	2016-12-29 23:28:52	2016-12-29 23:32:15
A1KEA2Z47S3UPI	0.50000	600000	2017-03-07 13:59:37	2017-03-07 14:00:28
A3PPRVK6XK6GP5	0.50000	600000	2017-01-13 04:19:18	2017-01-13 04:20:06
A2V9QJ90P9WHXW	0.50000	600000	2017-02-04 17:32:13	2017-02-04 17:32:43
A3D2SUT0WZXWH2	0.50000	600000	2017-02-18 10:11:11	2017-02-18 10:19:01
A2TY9UFU76QU6K	0.50000	600000	2017-03-02 16:54:49	2017-03-02 16:55:19
A2TY9UFU76QU6K	0.50000	600000	2017-03-16 09:28:29	2017-03-16 09:30:35
AXLMOFXKXSU0B	0.50000	600000	2017-03-18 20:40:28	2017-03-18 20:42:11
AXLMOFXKXSU0B	0.50000	600000	2016-12-15 16:54:51	2016-12-15 16:55:01
A27GZN1JOOIAUW	0.15000	600000	2016-11-15 12:33:52	2016-11-15 12:37:45
AMPMTF5IAAMK8	0.15000	600000	2016-11-20 16:59:35	2016-11-20 17:03:39
AXLMOFXKXSU0B	0.15000	600000	2016-11-30 13:16:18	2016-11-30 13:19:34
A2WJGI7XNUBRND	0.15000	600000	2016-12-02 04:28:33	2016-12-02 04:31:57
A1R0689JPSQ3OF	0.50000	600000	2017-02-13 02:46:16	2017-02-13 02:48:04
A3PPRVK6XK6GP5	0.50000	600000	2017-02-20 06:58:21	2017-02-20 07:11:01
AXLMOFXKXSU0B	0.50000	600000	2017-03-01 13:20:19	2017-03-01 13:20:48
A2MD4K1YFYBLZN	0.50000	600000	2017-03-02 14:07:49	2017-03-02 14:20:38
AAWX7QFQUNM6D	0.50000	600000	2017-03-05 08:33:27	2017-03-05 08:33:55
A3SX229VS1X6B6	0.50000	600000	2017-03-22 19:56:29	2017-03-22 19:56:46
A3D2SUT0WZXWH2	0.50000	600000	2017-03-07 20:41:27	2017-03-07 20:50:13
A13XXMDHOULEZ7	0.50000	600000	2017-03-08 16:29:58	2017-03-08 16:30:40
AY2H2C4MABVGY	0.15000	600000	2016-10-09 16:53:58	2016-10-09 16:54:12
A3RL02A3JRAUS4	0.15000	600000	2016-12-02 04:42:43	2016-12-02 04:44:30
A27GZN1JOOIAUW	0.15000	600000	2016-12-02 07:41:52	2016-12-02 07:42:12
A27GZN1JOOIAUW	0.15000	600000	2016-12-02 20:40:33	2016-12-02 20:42:54
A3HMDGRGC5JB7E	0.15000	600000	2016-12-06 23:10:09	2016-12-06 23:12:11
A3BBDCU69807T2	0.15000	600000	2016-12-09 06:04:43	2016-12-09 06:05:58
AXLMOFXKXSU0B	0.50000	600000	2017-03-01 20:12:29	2017-03-01 20:16:59
A2MD4K1YFYBLZN	0.50000	600000	2017-03-02 12:45:38	2017-03-02 12:52:07
A2TY9UFU76QU6K	0.50000	600000	2017-03-05 05:15:57	2017-03-05 05:19:11
A3D2SUT0WZXWH2	0.50000	600000	2017-03-05 08:55:17	2017-03-05 09:04:17
A2TY9UFU76QU6K	0.50000	600000	2017-03-06 10:25:37	2017-03-06 10:26:03
A2TY9UFU76QU6K	0.50000	600000	2017-02-03 13:42:12	2017-02-03 13:44:54
A3PPRVK6XK6GP5	0.50000	600000	2017-02-05 00:13:23	2017-02-05 00:13:39
A1CPNA5L0J834N	0.50000	600000	2017-02-07 18:30:29	2017-02-07 18:31:09
A3D2SUT0WZXWH2	0.50000	600000	2017-02-09 00:36:19	2017-02-09 00:39:13
AXLMOFXKXSU0B	0.50000	600000	2017-02-19 09:57:31	2017-02-19 09:57:44
A3SX229VS1X6B6	0.50000	600000	2017-03-08 05:25:19	2017-03-08 05:32:59
A3PPRVK6XK6GP5	0.50000	600000	2017-03-18 20:44:48	2017-03-18 20:47:28
A3PPRVK6XK6GP5	0.50000	600000	2017-03-20 09:38:19	2017-03-20 09:38:34
A2UDASTKHROO5S	0.15000	600000	2016-10-12 03:11:48	2016-10-12 03:21:04
A114RGAXGGF87S	0.15000	600000	2016-12-10 19:55:20	2016-12-10 19:57:25
A2V9QJ90P9WHXW	0.50000	600000	2016-12-12 07:00:29	2016-12-12 07:00:52
A3POLV08XTYAMD	0.50000	600000	2016-12-15 01:57:15	2016-12-15 01:57:33
A3PPRVK6XK6GP5	0.50000	600000	2017-03-01 18:27:28	2017-03-01 18:37:28
A2TY9UFU76QU6K	0.50000	600000	2017-02-03 11:29:21	2017-02-03 11:31:26
A3BBDCU69807T2	0.50000	600000	2017-03-24 07:53:48	2017-03-24 08:01:18
AXLMOFXKXSU0B	0.50000	600000	2017-03-09 11:09:28	2017-03-09 11:11:52
A3SX229VS1X6B6	0.50000	600000	2017-03-10 04:36:18	2017-03-10 04:44:12
AXLMOFXKXSU0B	0.50000	600000	2017-03-15 16:09:18	2017-03-15 16:11:40
A2MD4K1YFYBLZN	0.50000	600000	2017-03-16 10:42:48	2017-03-16 10:45:54
A3CTRPYM593S4J	0.15000	600000	2016-11-11 22:05:57	2016-11-11 22:08:22
A3PPRVK6XK6GP5	0.15000	600000	2016-12-02 07:10:52	2016-12-02 07:12:13
A3D2SUT0WZXWH2	0.50000	600000	2016-12-14 07:09:00	2016-12-14 07:24:52
AXLMOFXKXSU0B	0.50000	600000	2016-12-30 22:45:22	2016-12-30 22:45:50
A3PPRVK6XK6GP5	0.50000	600000	2017-01-13 04:55:18	2017-01-13 04:55:37
A1R0689JPSQ3OF	0.50000	600000	2017-02-04 00:48:43	2017-02-04 00:52:47
A2YJQUHFIXNOY0	0.50000	600000	2017-02-07 20:29:29	2017-02-07 20:29:44
A3D2SUT0WZXWH2	0.50000	600000	2017-02-19 01:22:31	2017-02-19 01:30:36
AXLMOFXKXSU0B	0.50000	600000	2017-03-02 16:57:49	2017-03-02 16:57:59
A3PPRVK6XK6GP5	0.50000	600000	2017-03-23 06:07:39	2017-03-23 06:09:50
AAWX7QFQUNM6D	0.50000	600000	2017-03-24 11:47:48	2017-03-24 11:56:34
A3VF6YKYHMBY8U	0.15000	600000	2016-10-09 06:03:56	2016-10-09 06:13:39
A2EOOF9D135HQ1	0.50000	600000	2016-12-11 07:40:58	2016-12-11 07:41:08
AK884VX5S74ZW	0.15000	600000	2016-11-15 01:22:36	2016-11-15 01:29:02
A2EOOF9D135HQ1	0.15000	600000	2016-11-20 18:52:30	2016-11-20 19:09:23
A13XXMDHOULEZ7	0.50000	600000	2017-02-16 07:04:51	2017-02-16 07:05:36
A3PPRVK6XK6GP5	0.50000	600000	2017-02-17 04:27:21	2017-02-17 04:28:58
A3D2SUT0WZXWH2	0.50000	600000	2017-03-01 15:57:18	2017-03-01 16:08:04
A3D2SUT0WZXWH2	0.50000	600000	2017-03-02 20:56:23	2017-03-02 20:57:00
A3D2SUT0WZXWH2	0.50000	600000	2017-03-02 21:45:53	2017-03-02 21:47:11
A2TY9UFU76QU6K	0.50000	600000	2017-03-15 10:39:08	2017-03-15 10:39:52
A2TY9UFU76QU6K	0.50000	600000	2017-03-18 12:13:19	2017-03-18 12:18:35
AXLMOFXKXSU0B	0.50000	600000	2017-03-19 20:58:48	2017-03-19 20:59:09
A13XXMDHOULEZ7	0.50000	600000	2017-03-22 11:34:29	2017-03-22 11:38:05
A3ENNVSWZIXWDG	0.50000	600000	2017-03-23 15:31:38	2017-03-23 15:39:22
A3SX229VS1X6B6	0.50000	600000	2017-03-10 18:17:48	2017-03-10 18:18:20
A3PPRVK6XK6GP5	0.15000	600000	2016-11-30 08:17:18	2016-11-30 08:17:44
A142ZRU284W9O	0.15000	600000	2016-12-09 08:16:53	2016-12-09 08:18:48
AXLMOFXKXSU0B	0.15000	600000	2016-12-09 16:04:03	2016-12-09 16:20:31
A109CH3492UU42	0.50000	600000	2016-12-18 21:32:19	2016-12-18 21:32:31
A2V9QJ90P9WHXW	0.50000	600000	2016-12-31 18:11:32	2016-12-31 18:21:17
A3SDFAOJW87FGP	0.50000	600000	2016-12-30 00:40:02	2016-12-30 00:56:58
A2MD4K1YFYBLZN	0.50000	600000	2017-02-13 00:26:07	2017-02-13 00:26:45
AAWX7QFQUNM6D	0.50000	600000	2017-02-11 06:58:36	2017-02-11 06:58:55
A3SX229VS1X6B6	0.50000	600000	2017-03-07 03:29:37	2017-03-07 03:29:50
A2V9QJ90P9WHXW	0.50000	600000	2017-03-21 05:40:48	2017-03-21 05:41:55
A3SX229VS1X6B6	0.50000	600000	2017-03-22 16:08:29	2017-03-22 16:10:53
AXLMOFXKXSU0B	0.50000	600000	2017-03-22 07:59:28	2017-03-22 08:00:06
A3VN1FM3EA2ZBS	0.15000	600000	2016-10-11 01:35:02	2016-10-11 01:52:42
A142ZRU284W9O	0.15000	600000	2016-11-15 08:47:42	2016-11-15 08:55:30
A3D2SUT0WZXWH2	0.15000	600000	2016-12-02 14:52:43	2016-12-02 15:04:39
A142ZRU284W9O	0.15000	600000	2016-12-02 19:29:22	2016-12-02 19:31:57
A3D2SUT0WZXWH2	0.50000	600000	2016-12-12 13:49:29	2016-12-12 13:50:18
A1R0689JPSQ3OF	0.50000	600000	2016-12-13 02:47:28	2016-12-13 02:47:53
A3POLV08XTYAMD	0.50000	600000	2016-12-30 01:24:42	2016-12-30 01:25:07
A109CH3492UU42	0.50000	600000	2016-12-30 02:19:01	2016-12-30 02:34:32
A3SX229VS1X6B6	0.50000	600000	2017-03-05 20:11:57	2017-03-05 20:12:16
A1CPNA5L0J834N	0.50000	600000	2017-02-05 00:38:34	2017-02-05 00:39:10
A27GZN1JOOIAUW	0.50000	600000	2017-02-08 11:06:29	2017-02-08 11:06:46
A3SX229VS1X6B6	0.50000	600000	2017-03-02 23:51:53	2017-03-02 23:52:17
AXLMOFXKXSU0B	0.50000	600000	2017-03-03 10:03:43	2017-03-03 10:04:48
A3PPRVK6XK6GP5	0.50000	600000	2017-03-09 18:46:59	2017-03-09 18:51:04
A3D2SUT0WZXWH2	0.50000	600000	2017-03-16 20:21:28	2017-03-16 20:22:20
A3PPRVK6XK6GP5	0.50000	600000	2017-03-17 06:36:28	2017-03-17 06:37:21
A1RO22O88I71FD	0.15000	600000	2016-10-09 09:27:53	2016-10-09 09:40:27
A17AH7B74XRKX1	0.15000	600000	2016-10-11 22:50:59	2016-10-11 22:57:41
A3MS21UJPMHLK0	0.15000	600000	2016-12-09 18:51:54	2016-12-09 18:53:57
A12LSQUVWIJVMV	0.50000	600000	2016-12-31 03:33:22	2016-12-31 03:44:29
A2EOOF9D135HQ1	0.50000	600000	2017-02-08 15:44:29	2017-02-08 15:44:51
A37RSNUBBU9UHN	0.50000	600000	2017-02-09 16:51:49	2017-02-09 16:52:21
A2TY9UFU76QU6K	0.50000	600000	2017-02-14 12:27:14	2017-02-14 12:27:30
AXLMOFXKXSU0B	0.50000	600000	2017-03-05 07:47:07	2017-03-05 07:48:15
A2EOOF9D135HQ1	0.50000	600000	2017-03-04 06:40:47	2017-03-04 06:41:11
A3SDFAOJW87FGP	0.50000	600000	2017-01-19 03:36:51	2017-01-19 03:37:15
A2EOOF9D135HQ1	0.50000	600000	2017-03-08 05:35:28	2017-03-08 05:36:06
A2V9QJ90P9WHXW	0.50000	600000	2017-03-08 15:35:58	2017-03-08 15:36:59
A3PPRVK6XK6GP5	0.50000	600000	2017-03-20 23:41:48	2017-03-20 23:45:11
A3PPRVK6XK6GP5	0.50000	600000	2017-03-21 05:10:08	2017-03-21 05:11:22
AAWX7QFQUNM6D	0.50000	600000	2017-03-21 09:31:58	2017-03-21 09:32:42
A2YXL5GQ3LZUY0	0.15000	600000	2016-12-01 12:27:15	2016-12-01 12:29:15
A2EOOF9D135HQ1	0.15000	600000	2016-12-02 00:09:51	2016-12-02 00:10:05
A3DAJROQC1BLNI	0.15000	600000	2016-12-02 11:47:33	2016-12-02 11:59:22
AYD2LKV6C5F2S	0.15000	600000	2016-12-06 12:34:30	2016-12-06 12:35:17
A3BBDCU69807T2	0.50000	600000	2016-12-14 02:03:20	2016-12-14 02:06:13
AXLMOFXKXSU0B	0.50000	600000	2016-12-31 10:37:12	2016-12-31 10:40:05
A2EOOF9D135HQ1	0.15000	600000	2016-11-15 17:33:52	2016-11-15 17:47:59
A3POLV08XTYAMD	0.50000	600000	2017-02-07 09:39:09	2017-02-07 09:41:32
A3NHJPE6326P9V	0.50000	600000	2017-02-13 03:48:27	2017-02-13 03:49:10
A3PPRVK6XK6GP5	0.50000	600000	2017-03-02 09:04:28	2017-03-02 09:04:53
A3PPRVK6XK6GP5	0.50000	600000	2017-03-02 22:47:13	2017-03-02 22:57:39
A2V9QJ90P9WHXW	0.50000	600000	2017-03-18 05:59:18	2017-03-18 05:59:55
A2TY9UFU76QU6K	0.50000	600000	2017-03-22 20:53:29	2017-03-22 20:59:44
A3PPRVK6XK6GP5	0.50000	600000	2017-03-23 04:19:59	2017-03-23 04:22:37
AXLMOFXKXSU0B	0.50000	600000	2017-03-08 08:08:58	2017-03-08 08:09:48
A3SX229VS1X6B6	0.50000	600000	2017-03-09 00:36:38	2017-03-09 00:37:03
A3BBRXT3MV7CXB	0.15000	600000	2016-10-09 22:44:50	2016-10-09 22:57:01
A3BBDCU69807T2	0.50000	600000	2016-12-13 23:13:59	2016-12-13 23:15:32
A2V9QJ90P9WHXW	0.50000	600000	2016-12-14 17:07:00	2016-12-14 17:07:26
A3POLV08XTYAMD	0.50000	600000	2016-12-15 16:30:50	2016-12-15 16:31:32
A3D2SUT0WZXWH2	0.15000	600000	2016-11-20 19:32:31	2016-11-20 19:35:06
A3BBDCU69807T2	0.15000	600000	2016-12-02 12:45:33	2016-12-02 12:46:22
A27GZN1JOOIAUW	0.50000	600000	2017-02-09 16:10:19	2017-02-09 16:10:58
A3SX229VS1X6B6	0.50000	600000	2017-03-05 00:26:27	2017-03-05 00:26:42
A3SX229VS1X6B6	0.50000	600000	2017-03-06 19:54:36	2017-03-06 20:02:30
A3POLV08XTYAMD	0.50000	600000	2017-03-06 22:16:07	2017-03-06 22:16:19
A3SX229VS1X6B6	0.50000	600000	2017-03-07 00:53:17	2017-03-07 00:56:21
A2TY9UFU76QU6K	0.50000	600000	2017-01-13 11:37:57	2017-01-13 11:38:49
A3NHJPE6326P9V	0.50000	600000	2017-02-05 04:03:33	2017-02-05 04:04:25
A2EOOF9D135HQ1	0.50000	600000	2017-02-08 00:56:39	2017-02-08 00:58:34
A1R0689JPSQ3OF	0.50000	600000	2017-02-08 20:35:39	2017-02-08 20:36:37
A13XXMDHOULEZ7	0.50000	600000	2017-03-22 05:53:08	2017-03-22 06:03:43
A3SX229VS1X6B6	0.50000	600000	2017-03-23 21:17:19	2017-03-23 21:17:39
A3D2SUT0WZXWH2	0.50000	600000	2017-03-08 08:15:28	2017-03-08 08:16:01
AXLMOFXKXSU0B	0.50000	600000	2017-03-18 17:08:48	2017-03-18 17:09:30
A12SMSQ6D5227J	0.15000	600000	2016-11-18 01:24:53	2016-11-18 01:26:29
A7K1E50V2CCU2	0.15000	600000	2016-12-06 11:44:41	2016-12-06 11:48:31
A12LSQUVWIJVMV	0.15000	600000	2016-12-09 10:46:53	2016-12-09 10:48:21
A3D2SUT0WZXWH2	0.50000	600000	2016-12-30 16:32:02	2016-12-30 16:32:36
A3D2SUT0WZXWH2	0.50000	600000	2017-02-06 22:13:56	2017-02-06 22:15:22
A2V9QJ90P9WHXW	0.50000	600000	2017-02-09 18:14:29	2017-02-09 18:14:50
A3PPRVK6XK6GP5	0.50000	600000	2017-03-01 19:23:09	2017-03-01 19:26:41
A3SX229VS1X6B6	0.50000	600000	2017-03-03 12:02:03	2017-03-03 12:02:29
A2TY9UFU76QU6K	0.50000	600000	2017-03-05 01:44:47	2017-03-05 01:45:27
A2V9QJ90P9WHXW	0.50000	600000	2017-01-13 07:45:48	2017-01-13 07:54:48
AXLMOFXKXSU0B	0.50000	600000	2017-03-16 21:23:38	2017-03-16 21:24:45
A3SX229VS1X6B6	0.50000	600000	2017-03-23 16:43:18	2017-03-23 16:43:36
AXLMOFXKXSU0B	0.15000	600000	2016-12-06 13:51:20	2016-12-06 13:53:16
A3SDFAOJW87FGP	0.50000	600000	2016-12-31 19:58:42	2016-12-31 19:59:05
A3POLV08XTYAMD	0.15000	600000	2016-12-01 09:40:35	2016-12-01 09:44:41
A2VLOL5DA4M2T1	0.15000	600000	2016-12-01 11:14:25	2016-12-01 11:14:51
A2EOOF9D135HQ1	0.15000	600000	2016-12-02 04:41:04	2016-12-02 04:41:24
A3PPRVK6XK6GP5	0.50000	600000	2017-02-07 01:13:29	2017-02-07 01:13:50
A3NHJPE6326P9V	0.50000	600000	2017-03-01 12:41:18	2017-03-01 12:42:36
A3PPRVK6XK6GP5	0.50000	600000	2017-03-01 21:58:49	2017-03-01 21:59:15
A27GZN1JOOIAUW	0.50000	600000	2017-03-03 07:51:13	2017-03-03 07:53:03
A1KEA2Z47S3UPI	0.50000	600000	2017-03-03 10:14:53	2017-03-03 10:18:12
A3PPRVK6XK6GP5	0.50000	600000	2017-03-05 06:39:07	2017-03-05 06:42:13
A3D2SUT0WZXWH2	0.50000	600000	2017-03-20 23:54:28	2017-03-20 23:57:59
A3ENNVSWZIXWDG	0.50000	600000	2017-03-24 13:29:49	2017-03-24 13:30:44
A3POLV08XTYAMD	0.50000	600000	2017-03-14 23:40:38	2017-03-14 23:42:45
A3D2SUT0WZXWH2	0.50000	600000	2017-03-17 14:44:48	2017-03-17 14:53:30
A3BBDCU69807T2	0.50000	600000	2017-03-19 06:52:18	2017-03-19 06:52:57
